State_Name,District_Name,Crop_Year,Season,Crop,Area,Production
Maharashtra,Maharashtra_District_1,2003,Rabi,Potato,1075.08,17843.3
West Bengal,West Bengal_District_5,2019,Kharif,Bajra,246.5,275.83
Maharashtra,Maharashtra_District_1,2006,Kharif,Rice,3113.45,8237.38
West Bengal,West Bengal_District_4,2014,Rabi,Potato,1169.05,29113.86
Punjab,Punjab_District_2,2012,Kharif,Bajra,4093.8,3530.17
West Bengal,West Bengal_District_3,2006,Rabi,Lentil,2860.98,2499.25
Madhya Pradesh,Madhya Pradesh_District_3,2016,Kharif,Cotton,1427.15,501.72
Andhra Pradesh,Andhra Pradesh_District_2,2006,Whole Year,Sugarcane,4729.26,320388.13
Maharashtra,Maharashtra_District_2,2002,Rabi,Groundnut,1195.61,1641.29
Karnataka,Karnataka_District_3,2002,Rabi,Mustard,1716.94,2247.52
West Bengal,West Bengal_District_4,2007,Kharif,Bajra,3474.81,3506.4
Odisha,Odisha_District_5,2012,Rabi,Chickpea,2690.61,2130.32
Uttar Pradesh,Uttar Pradesh_District_4,2014,Rabi,Lentil,2442.87,2027.88
West Bengal,West Bengal_District_5,2015,Kharif,Rice,645.62,1579.75
Madhya Pradesh,Madhya Pradesh_District_3,2019,Rabi,Groundnut,3072.82,3494.3
Bihar,Bihar_District_1,2017,Whole Year,Sugarcane,4243.97,272375.23
Haryana,Haryana_District_2,2016,Kharif,Bajra,3305.18,3583.57
Karnataka,Karnataka_District_4,2014,Rabi,Mustard,146.1,177.45
Chhattisgarh,Chhattisgarh_District_4,2005,Rabi,Mustard,3694.29,4369.22
Madhya Pradesh,Madhya Pradesh_District_3,2009,Kharif,Jowar,4616.43,4132.06
Rajasthan,Rajasthan_District_2,2015,Rabi,Wheat,3066.4,8388.18
Chhattisgarh,Chhattisgarh_District_4,2012,Rabi,Lentil,3192.5,3024.8
Bihar,Bihar_District_2,2020,Kharif,Sunflower,1826.71,1351.62
Telangana,Telangana_District_5,2019,Rabi,Lentil,2753.97,3146.07
Karnataka,Karnataka_District_2,2012,Rabi,Groundnut,3497.3,4272.82
Andhra Pradesh,Andhra Pradesh_District_3,2020,Kharif,Jowar,4870.42,4944.86
Uttar Pradesh,Uttar Pradesh_District_3,2004,Kharif,Cotton,627.42,228.42
Punjab,Punjab_District_4,2016,Kharif,Cotton,96.71,49.03
Punjab,Punjab_District_3,2016,Kharif,Rice,4897.23,12271.2
Haryana,Haryana_District_5,2019,Rabi,Mustard,2411.05,3081.14
Karnataka,Karnataka_District_4,2013,Rabi,Potato,696.96,9786.2
West Bengal,West Bengal_District_3,2011,Rabi,Wheat,2079.4,6425.68
Telangana,Telangana_District_2,2018,Kharif,Cotton,2241.26,1124.71
Bihar,Bihar_District_2,2008,Kharif,Sunflower,1929.85,1314.54
Haryana,Haryana_District_4,2019,Rabi,Lentil,4446.67,4723.72
Gujarat,Gujarat_District_3,2015,Rabi,Chickpea,2507.43,2113.31
Rajasthan,Rajasthan_District_2,2017,Kharif,Rice,2755.61,4910.53
Uttar Pradesh,Uttar Pradesh_District_1,2015,Kharif,Rice,2579.44,5879.05
Odisha,Odisha_District_2,2021,Rabi,Wheat,685.28,2130.2
Maharashtra,Maharashtra_District_2,2018,Kharif,Rice,4504.71,11701.58
Chhattisgarh,Chhattisgarh_District_3,2008,Kharif,Rice,1645.14,3372.81
Tamil Nadu,Tamil Nadu_District_3,2004,Rabi,Chickpea,4058.24,3204.43
Chhattisgarh,Chhattisgarh_District_3,2002,Kharif,Groundnut,144.49,140.81
Haryana,Haryana_District_1,2019,Rabi,Lentil,2212.88,1880.22
Tamil Nadu,Tamil Nadu_District_2,2018,Kharif,Groundnut,4466.86,3921.58
West Bengal,West Bengal_District_2,2002,Rabi,Maize,3972.71,8533.84
Bihar,Bihar_District_3,2007,Kharif,Rice,2478.79,5610.19
Uttar Pradesh,Uttar Pradesh_District_4,2007,Rabi,Mustard,4379.67,4685.8
Chhattisgarh,Chhattisgarh_District_4,2021,Rabi,Lentil,2633.41,2657.97
Rajasthan,Rajasthan_District_4,2001,Rabi,Wheat,4901.44,15643.44
Karnataka,Karnataka_District_1,2012,Kharif,Rice,690.61,1563.73
Andhra Pradesh,Andhra Pradesh_District_4,2012,Kharif,Bajra,2528.81,2760.94
Gujarat,Gujarat_District_4,2004,Rabi,Lentil,3133.16,2126.7
Haryana,Haryana_District_3,2019,Kharif,Groundnut,972.06,1231.98
Madhya Pradesh,Madhya Pradesh_District_1,2013,Rabi,Lentil,3950.96,4073.7
Telangana,Telangana_District_2,2003,Rabi,Jowar,3096.16,3019.65
Tamil Nadu,Tamil Nadu_District_3,2006,Kharif,Bajra,3374.66,2711.17
Haryana,Haryana_District_4,2005,Rabi,Lentil,3835.08,3752.09
Madhya Pradesh,Madhya Pradesh_District_5,2019,Rabi,Chickpea,4715.36,5197.68
Bihar,Bihar_District_4,2014,Kharif,Rice,1727.3,5419.51
Karnataka,Karnataka_District_5,2011,Kharif,Rice,214.2,480.65
Uttar Pradesh,Uttar Pradesh_District_5,2017,Rabi,Sunflower,2788.24,2476.91
Punjab,Punjab_District_5,2019,Rabi,Lentil,2395.53,2364.19
Rajasthan,Rajasthan_District_4,2002,Kharif,Turmeric,1690.38,9345.25
Gujarat,Gujarat_District_2,2011,Rabi,Wheat,1385.96,3506.51
Bihar,Bihar_District_4,2006,Kharif,Rice,1853.77,2706.58
Karnataka,Karnataka_District_4,2005,Rabi,Sunflower,123.67,103.6
Andhra Pradesh,Andhra Pradesh_District_2,2004,Rabi,Lentil,239.56,209.5
Maharashtra,Maharashtra_District_5,2004,Kharif,Bajra,403.3,345.38
Andhra Pradesh,Andhra Pradesh_District_2,2003,Rabi,Potato,3037.49,60272.33
Telangana,Telangana_District_4,2015,Kharif,Groundnut,3463.38,4387.69
Bihar,Bihar_District_1,2013,Whole Year,Sugarcane,1880.24,104607.63
West Bengal,West Bengal_District_2,2002,Whole Year,Sugarcane,2821.11,211474.41
Punjab,Punjab_District_5,2011,Kharif,Cotton,3893.23,1694.81
Maharashtra,Maharashtra_District_2,2004,Rabi,Chickpea,2200.98,2098.39
Telangana,Telangana_District_3,2016,Kharif,Turmeric,4187.07,24703.51
Bihar,Bihar_District_3,2008,Kharif,Rice,650.87,1002.89
Andhra Pradesh,Andhra Pradesh_District_5,2016,Rabi,Mustard,426.82,568.68
Gujarat,Gujarat_District_4,2008,Rabi,Chickpea,4242.89,4901.1
Tamil Nadu,Tamil Nadu_District_3,2016,Rabi,Potato,4649.85,86796.77
West Bengal,West Bengal_District_4,2015,Rabi,Sunflower,2292.77,1755.98
West Bengal,West Bengal_District_4,2021,Kharif,Turmeric,1181.3,6971.31
Tamil Nadu,Tamil Nadu_District_1,2012,Kharif,Groundnut,2961.79,4265.16
Chhattisgarh,Chhattisgarh_District_1,2016,Kharif,Turmeric,3341.1,17701.53
Rajasthan,Rajasthan_District_3,2002,Kharif,Groundnut,4505.06,6296.3
Tamil Nadu,Tamil Nadu_District_2,2017,Rabi,Lentil,2880.47,2664.7
Karnataka,Karnataka_District_5,2010,Rabi,Sunflower,2337.37,2195.11
Odisha,Odisha_District_5,2015,Whole Year,Sugarcane,4859.93,343600.6
Haryana,Haryana_District_1,2010,Whole Year,Sugarcane,3145.43,212391.63
Uttar Pradesh,Uttar Pradesh_District_2,2017,Rabi,Sunflower,1340.13,1189.88
West Bengal,West Bengal_District_3,2005,Rabi,Mustard,350.49,432.85
Madhya Pradesh,Madhya Pradesh_District_1,2011,Kharif,Turmeric,3161.47,18236.67
Karnataka,Karnataka_District_2,2005,Kharif,Sunflower,4477.74,3495.46
Uttar Pradesh,Uttar Pradesh_District_4,2007,Kharif,Maize,3743.32,7135.62
Bihar,Bihar_District_5,2015,Rabi,Sunflower,3896.54,3590.86
Bihar,Bihar_District_3,2019,Kharif,Bajra,2961.77,2477.83
Punjab,Punjab_District_4,2017,Rabi,Wheat,3501.12,11538.86
Uttar Pradesh,Uttar Pradesh_District_4,2014,Rabi,Potato,4168.25,93452.99
Bihar,Bihar_District_2,2007,Rabi,Chickpea,4054.39,3525.57
Andhra Pradesh,Andhra Pradesh_District_2,2020,Kharif,Cotton,861.15,412.76
Punjab,Punjab_District_2,2018,Kharif,Turmeric,4863.98,27389.33
Rajasthan,Rajasthan_District_1,2003,Kharif,Turmeric,3212.01,14331.11
Odisha,Odisha_District_4,2006,Rabi,Wheat,478.32,1407.13
Madhya Pradesh,Madhya Pradesh_District_5,2020,Rabi,Lentil,4072.91,4160.28
Telangana,Telangana_District_1,2005,Rabi,Jowar,4984.87,3518.37
Punjab,Punjab_District_3,2018,Rabi,Chickpea,3044.5,2646.47
Uttar Pradesh,Uttar Pradesh_District_4,2003,Kharif,Turmeric,2130.88,12328.87
Karnataka,Karnataka_District_5,2018,Kharif,Sunflower,887.95,920.3
Uttar Pradesh,Uttar Pradesh_District_5,2017,Rabi,Sunflower,2472.95,1808.65
Gujarat,Gujarat_District_4,2021,Kharif,Jowar,4445.62,2956.7
Karnataka,Karnataka_District_5,2005,Rabi,Wheat,1987.32,5340.55
Andhra Pradesh,Andhra Pradesh_District_4,2003,Rabi,Chickpea,2831.64,1707.67
Gujarat,Gujarat_District_2,2015,Rabi,Chickpea,2363.86,2624.63
Maharashtra,Maharashtra_District_1,2017,Rabi,Mustard,67.4,91.26
Gujarat,Gujarat_District_4,2011,Rabi,Potato,532.52,9750.55
Karnataka,Karnataka_District_5,2015,Rabi,Mustard,3799.04,4877.82
Rajasthan,Rajasthan_District_4,2010,Whole Year,Sugarcane,1114.27,99422.73
Gujarat,Gujarat_District_5,2016,Rabi,Chickpea,3055.56,3534.88
Uttar Pradesh,Uttar Pradesh_District_4,2003,Kharif,Cotton,2768.37,1407.5
Uttar Pradesh,Uttar Pradesh_District_5,2014,Rabi,Potato,791.19,15681.42
Bihar,Bihar_District_5,2015,Kharif,Groundnut,3684.75,5886.54
Punjab,Punjab_District_1,2016,Kharif,Cotton,3804.63,1207.89
Chhattisgarh,Chhattisgarh_District_5,2019,Kharif,Sunflower,3001.11,3082.27
Andhra Pradesh,Andhra Pradesh_District_4,2008,Rabi,Groundnut,117.23,112.82
Andhra Pradesh,Andhra Pradesh_District_5,2019,Whole Year,Sugarcane,796.54,61028.36
Madhya Pradesh,Madhya Pradesh_District_1,2013,Rabi,Potato,3181.09,71267.25
Uttar Pradesh,Uttar Pradesh_District_4,2014,Kharif,Sunflower,3149.12,1721.97
Madhya Pradesh,Madhya Pradesh_District_4,2001,Rabi,Potato,3244.28,71675.66
Karnataka,Karnataka_District_5,2016,Whole Year,Sugarcane,3672.28,248987.26
Haryana,Haryana_District_5,2002,Kharif,Soyabean,2813.42,3816.65
Telangana,Telangana_District_2,2004,Kharif,Sunflower,1311.17,1003.3
Telangana,Telangana_District_2,2008,Kharif,Cotton,3211.88,1854.51
Madhya Pradesh,Madhya Pradesh_District_5,2002,Rabi,Potato,4439.68,67541.69
Gujarat,Gujarat_District_4,2020,Kharif,Bajra,1161.18,1125.44
Punjab,Punjab_District_1,2003,Kharif,Cotton,1851.5,809.89
Tamil Nadu,Tamil Nadu_District_1,2001,Kharif,Cotton,3710.55,2139.65
Karnataka,Karnataka_District_3,2010,Rabi,Chickpea,2272.52,1643.41
Odisha,Odisha_District_3,2007,Rabi,Potato,3134.93,71884.17
Chhattisgarh,Chhattisgarh_District_3,2007,Kharif,Groundnut,1811.53,2086.5
Haryana,Haryana_District_2,2008,Kharif,Cotton,282.25,121.29
Karnataka,Karnataka_District_2,2001,Kharif,Rice,1675.57,4261.41
Uttar Pradesh,Uttar Pradesh_District_2,2003,Rabi,Wheat,2124.63,5525.58
Maharashtra,Maharashtra_District_3,2016,Kharif,Groundnut,4521.33,3832.21
Haryana,Haryana_District_3,2011,Kharif,Cotton,1096.88,416.79
Tamil Nadu,Tamil Nadu_District_5,2005,Rabi,Lentil,421.91,373.29
Punjab,Punjab_District_4,2009,Kharif,Cotton,665.01,320.34
Uttar Pradesh,Uttar Pradesh_District_1,2008,Rabi,Lentil,2502.81,2212.1
Haryana,Haryana_District_2,2007,Kharif,Cotton,2975.47,1308.61
Telangana,Telangana_District_4,2006,Rabi,Chickpea,976.47,865.23
Odisha,Odisha_District_4,2011,Kharif,Cotton,1685.65,903.59
Haryana,Haryana_District_2,2011,Kharif,Maize,1270.46,2457.03
Madhya Pradesh,Madhya Pradesh_District_2,2006,Rabi,Mustard,1887.64,2385.59
Chhattisgarh,Chhattisgarh_District_3,2019,Kharif,Bajra,2034.58,1960.96
Maharashtra,Maharashtra_District_1,2013,Rabi,Wheat,1449.65,4678.17
Punjab,Punjab_District_2,2006,Rabi,Lentil,350.31,326.33
Bihar,Bihar_District_1,2007,Rabi,Mustard,2864.04,3182.54
Chhattisgarh,Chhattisgarh_District_1,2006,Rabi,Wheat,3950.79,10983.83
Gujarat,Gujarat_District_1,2006,Kharif,Sunflower,4551.19,3692.97
Gujarat,Gujarat_District_5,2007,Kharif,Rice,2237.4,6132.62
Tamil Nadu,Tamil Nadu_District_3,2021,Kharif,Rice,4618.62,7923.36
West Bengal,West Bengal_District_5,2002,Kharif,Bajra,4422.28,5725.46
Telangana,Telangana_District_4,2007,Rabi,Mustard,62.42,76.07
West Bengal,West Bengal_District_3,2021,Kharif,Turmeric,545.46,3752.28
Odisha,Odisha_District_1,2012,Kharif,Sunflower,2917.47,2388.15
Chhattisgarh,Chhattisgarh_District_2,2006,Rabi,Sunflower,1953.97,1585.69
Punjab,Punjab_District_5,2002,Rabi,Mustard,1883.87,2024.59
Rajasthan,Rajasthan_District_4,2003,Kharif,Maize,576.54,1353.84
Gujarat,Gujarat_District_4,2016,Kharif,Jowar,495.94,379.5
Haryana,Haryana_District_1,2011,Kharif,Soyabean,801.78,713.17
Telangana,Telangana_District_2,2011,Rabi,Wheat,3862.12,11395.45
Andhra Pradesh,Andhra Pradesh_District_1,2010,Rabi,Lentil,3256.3,2896.96
Haryana,Haryana_District_5,2001,Rabi,Chickpea,1877.72,1280.34
Uttar Pradesh,Uttar Pradesh_District_3,2017,Rabi,Mustard,395.64,539.01
Odisha,Odisha_District_4,2011,Rabi,Maize,2454.87,5622.93
Madhya Pradesh,Madhya Pradesh_District_3,2008,Rabi,Mustard,3894.82,4991.68
Uttar Pradesh,Uttar Pradesh_District_3,2021,Kharif,Groundnut,4961.49,6560.22
Chhattisgarh,Chhattisgarh_District_5,2006,Rabi,Wheat,4757.23,14604.66
Haryana,Haryana_District_3,2002,Rabi,Groundnut,4928.82,7029.26
Haryana,Haryana_District_5,2012,Kharif,Sunflower,4138.57,4151.69
Chhattisgarh,Chhattisgarh_District_1,2011,Whole Year,Sugarcane,4743.33,324287.5
Punjab,Punjab_District_2,2016,Kharif,Groundnut,2093.8,2265.7
Telangana,Telangana_District_4,2017,Rabi,Mustard,1743.41,2342.07
Maharashtra,Maharashtra_District_4,2002,Kharif,Soyabean,3839.73,3458.41
West Bengal,West Bengal_District_2,2009,Whole Year,Sugarcane,4859.8,378562.27
Andhra Pradesh,Andhra Pradesh_District_4,2021,Rabi,Wheat,2013.5,6733.13
Maharashtra,Maharashtra_District_1,2002,Kharif,Turmeric,3485.85,20256.07
Bihar,Bihar_District_3,2001,Rabi,Maize,1408.94,2908.48
Maharashtra,Maharashtra_District_5,2003,Kharif,Groundnut,4046.7,4900.03
Punjab,Punjab_District_4,2021,Whole Year,Sugarcane,2036.49,135878.7
Bihar,Bihar_District_5,2005,Kharif,Rice,309.14,784.53
Bihar,Bihar_District_5,2006,Kharif,Turmeric,367.68,2368.28
Haryana,Haryana_District_5,2016,Kharif,Cotton,1390.71,727.65
Karnataka,Karnataka_District_2,2006,Rabi,Lentil,1373.57,1174.3
Odisha,Odisha_District_4,2020,Kharif,Maize,1549.47,3713.23
Tamil Nadu,Tamil Nadu_District_3,2001,Kharif,Groundnut,4012.16,3953.81
Telangana,Telangana_District_1,2009,Kharif,Bajra,1900.26,1344.37
Telangana,Telangana_District_3,2001,Whole Year,Sugarcane,1896.07,131431.26
Rajasthan,Rajasthan_District_5,2003,Rabi,Jowar,3335.48,2676.74
Bihar,Bihar_District_4,2006,Kharif,Cotton,4654.23,2135.13
Odisha,Odisha_District_2,2011,Rabi,Lentil,4583.17,4300.1
Bihar,Bihar_District_5,2001,Whole Year,Sugarcane,1844.98,101773.67
Bihar,Bihar_District_5,2018,Kharif,Maize,4636.32,8285.96
Telangana,Telangana_District_3,2021,Kharif,Rice,398.57,983.87
Bihar,Bihar_District_5,2018,Rabi,Jowar,1660.38,2024.74
Tamil Nadu,Tamil Nadu_District_4,2020,Kharif,Turmeric,1012.11,6391.61
Odisha,Odisha_District_4,2001,Kharif,Soyabean,1152.0,1041.57
West Bengal,West Bengal_District_5,2017,Kharif,Bajra,3194.92,3062.23
Tamil Nadu,Tamil Nadu_District_1,2008,Kharif,Groundnut,3128.19,3855.99
Andhra Pradesh,Andhra Pradesh_District_3,2007,Rabi,Jowar,4142.4,3298.14
Maharashtra,Maharashtra_District_3,2006,Whole Year,Sugarcane,2931.44,207883.26
West Bengal,West Bengal_District_4,2013,Kharif,Groundnut,1516.13,1618.0
Uttar Pradesh,Uttar Pradesh_District_3,2011,Kharif,Soyabean,4418.81,4737.2
Tamil Nadu,Tamil Nadu_District_4,2006,Kharif,Maize,464.43,1017.92
Haryana,Haryana_District_4,2010,Rabi,Chickpea,4801.17,4970.67
Odisha,Odisha_District_4,2020,Kharif,Jowar,2512.94,2535.17
Karnataka,Karnataka_District_5,2006,Rabi,Chickpea,2810.72,2257.2
Bihar,Bihar_District_2,2014,Kharif,Soyabean,2562.5,3750.67
Chhattisgarh,Chhattisgarh_District_2,2005,Rabi,Potato,3170.96,70962.68
Punjab,Punjab_District_4,2012,Rabi,Lentil,2859.2,2736.73
Maharashtra,Maharashtra_District_2,2009,Rabi,Potato,4701.77,85193.79
Punjab,Punjab_District_1,2007,Kharif,Soyabean,3861.22,4518.77
Karnataka,Karnataka_District_5,2001,Rabi,Chickpea,1290.55,1347.41
Bihar,Bihar_District_5,2017,Rabi,Potato,3889.16,77908.43
Chhattisgarh,Chhattisgarh_District_1,2001,Kharif,Turmeric,1984.01,11706.5
Gujarat,Gujarat_District_2,2016,Rabi,Maize,1909.77,4035.75
Madhya Pradesh,Madhya Pradesh_District_4,2021,Kharif,Turmeric,1279.54,7275.35
Telangana,Telangana_District_4,2001,Rabi,Potato,769.51,16392.7
Telangana,Telangana_District_4,2001,Kharif,Bajra,2438.26,2361.44
Madhya Pradesh,Madhya Pradesh_District_3,2007,Kharif,Cotton,3108.63,1673.59
Andhra Pradesh,Andhra Pradesh_District_2,2011,Whole Year,Sugarcane,2604.81,183876.12
Maharashtra,Maharashtra_District_2,2010,Rabi,Maize,2009.32,3518.08
Andhra Pradesh,Andhra Pradesh_District_5,2020,Rabi,Mustard,3943.09,4408.56
Madhya Pradesh,Madhya Pradesh_District_5,2004,Rabi,Lentil,1026.75,803.25
Andhra Pradesh,Andhra Pradesh_District_3,2015,Kharif,Maize,2114.53,4665.98
Madhya Pradesh,Madhya Pradesh_District_5,2006,Rabi,Lentil,2414.57,1902.47
Rajasthan,Rajasthan_District_2,2008,Rabi,Lentil,963.24,718.43
Telangana,Telangana_District_2,2011,Kharif,Rice,3776.32,7616.4
Odisha,Odisha_District_4,2011,Rabi,Chickpea,1238.62,879.07
Rajasthan,Rajasthan_District_4,2017,Rabi,Jowar,1317.15,1363.81
Bihar,Bihar_District_1,2004,Kharif,Rice,697.82,2008.53
Punjab,Punjab_District_1,2003,Kharif,Turmeric,3926.27,16265.7
Rajasthan,Rajasthan_District_3,2019,Rabi,Wheat,1232.27,3595.16
West Bengal,West Bengal_District_4,2019,Whole Year,Sugarcane,3871.96,267414.77
Tamil Nadu,Tamil Nadu_District_3,2008,Rabi,Lentil,1756.14,1766.18
Punjab,Punjab_District_3,2001,Kharif,Bajra,340.48,290.0
Rajasthan,Rajasthan_District_4,2018,Kharif,Cotton,2585.7,1770.32
West Bengal,West Bengal_District_4,2008,Rabi,Mustard,346.32,422.27
Gujarat,Gujarat_District_1,2010,Rabi,Chickpea,886.71,702.26
Gujarat,Gujarat_District_3,2015,Kharif,Cotton,4739.27,2173.96
Telangana,Telangana_District_1,2004,Rabi,Groundnut,4480.63,5278.34
Telangana,Telangana_District_1,2014,Kharif,Bajra,3539.83,3194.8
Telangana,Telangana_District_2,2005,Whole Year,Sugarcane,3398.72,231566.49
Odisha,Odisha_District_2,2008,Kharif,Groundnut,3484.06,3487.73
Punjab,Punjab_District_4,2002,Rabi,Mustard,4326.83,5274.91
Haryana,Haryana_District_3,2016,Rabi,Mustard,1346.36,1403.82
Haryana,Haryana_District_2,2003,Rabi,Groundnut,4728.45,5838.42
Maharashtra,Maharashtra_District_5,2009,Kharif,Groundnut,4876.43,5990.21
Punjab,Punjab_District_5,2017,Whole Year,Sugarcane,2977.78,234107.1
Maharashtra,Maharashtra_District_2,2014,Rabi,Jowar,98.79,92.51
Odisha,Odisha_District_2,2018,Whole Year,Sugarcane,1240.09,83054.22
Gujarat,Gujarat_District_4,2015,Rabi,Mustard,921.62,920.16
Gujarat,Gujarat_District_4,2005,Rabi,Chickpea,4871.98,6692.66
Maharashtra,Maharashtra_District_4,2016,Kharif,Cotton,4884.31,2405.73
Uttar Pradesh,Uttar Pradesh_District_5,2019,Kharif,Maize,1258.47,2747.19
Punjab,Punjab_District_4,2010,Kharif,Rice,3361.32,6934.92
Telangana,Telangana_District_1,2002,Whole Year,Sugarcane,3090.13,184124.23
Tamil Nadu,Tamil Nadu_District_3,2014,Kharif,Bajra,4347.36,3794.4
Bihar,Bihar_District_4,2018,Whole Year,Sugarcane,4905.87,363235.59
Chhattisgarh,Chhattisgarh_District_1,2006,Kharif,Rice,1038.5,2055.32
Rajasthan,Rajasthan_District_2,2005,Kharif,Sunflower,472.26,364.38
Gujarat,Gujarat_District_5,2016,Kharif,Turmeric,568.66,3413.76
Andhra Pradesh,Andhra Pradesh_District_5,2004,Rabi,Mustard,3875.53,4581.96
Chhattisgarh,Chhattisgarh_District_2,2013,Kharif,Bajra,890.56,829.27
Punjab,Punjab_District_3,2007,Kharif,Jowar,3188.41,2437.22
West Bengal,West Bengal_District_5,2012,Kharif,Groundnut,1624.31,2111.7
Haryana,Haryana_District_1,2013,Rabi,Potato,4671.08,126636.89
Telangana,Telangana_District_4,2005,Kharif,Soyabean,1419.75,1791.14
Bihar,Bihar_District_4,2002,Rabi,Chickpea,1109.57,936.87
Maharashtra,Maharashtra_District_5,2008,Rabi,Mustard,3984.25,3766.29
Punjab,Punjab_District_1,2014,Kharif,Bajra,4075.73,3976.08
Bihar,Bihar_District_3,2021,Kharif,Rice,2648.35,9114.06
Uttar Pradesh,Uttar Pradesh_District_1,2004,Kharif,Cotton,2711.04,1063.63
Rajasthan,Rajasthan_District_5,2015,Rabi,Chickpea,4121.05,3941.02
Bihar,Bihar_District_5,2012,Kharif,Jowar,3782.61,4060.91
Madhya Pradesh,Madhya Pradesh_District_2,2006,Rabi,Mustard,4822.93,5792.35
Haryana,Haryana_District_4,2004,Kharif,Soyabean,2329.95,2465.77
Maharashtra,Maharashtra_District_3,2002,Whole Year,Sugarcane,2874.94,175125.62
West Bengal,West Bengal_District_4,2015,Kharif,Rice,1732.29,5171.2
Bihar,Bihar_District_3,2016,Rabi,Lentil,1212.52,1093.27
Andhra Pradesh,Andhra Pradesh_District_3,2007,Kharif,Cotton,1568.28,768.04
Maharashtra,Maharashtra_District_1,2008,Rabi,Groundnut,2141.03,3234.63
Madhya Pradesh,Madhya Pradesh_District_4,2011,Kharif,Maize,4682.42,11293.04
Tamil Nadu,Tamil Nadu_District_4,2020,Rabi,Potato,1554.59,25527.86
Bihar,Bihar_District_3,2015,Kharif,Rice,2603.21,7872.55
Maharashtra,Maharashtra_District_5,2015,Kharif,Bajra,2099.52,1839.5
Gujarat,Gujarat_District_5,2017,Kharif,Soyabean,4944.48,6070.78
Bihar,Bihar_District_2,2004,Kharif,Cotton,3740.51,1902.52
Haryana,Haryana_District_2,2006,Kharif,Groundnut,3292.33,3279.01
Maharashtra,Maharashtra_District_1,2014,Whole Year,Sugarcane,1844.32,134546.6
Madhya Pradesh,Madhya Pradesh_District_1,2008,Rabi,Mustard,3516.08,3320.48
Telangana,Telangana_District_1,2004,Kharif,Bajra,1052.0,1179.95
Punjab,Punjab_District_1,2020,Kharif,Groundnut,2677.55,3510.21
Rajasthan,Rajasthan_District_4,2003,Rabi,Sunflower,353.67,260.1
Uttar Pradesh,Uttar Pradesh_District_4,2020,Rabi,Chickpea,1471.54,1380.24
Odisha,Odisha_District_3,2013,Kharif,Jowar,1242.47,1279.85
West Bengal,West Bengal_District_2,2020,Rabi,Sunflower,275.55,202.95
Karnataka,Karnataka_District_5,2011,Rabi,Lentil,103.64,95.46
Gujarat,Gujarat_District_1,2001,Rabi,Maize,2430.81,5028.68
Bihar,Bihar_District_2,2013,Rabi,Potato,954.84,18214.3
West Bengal,West Bengal_District_1,2006,Kharif,Rice,1224.16,3113.18
Madhya Pradesh,Madhya Pradesh_District_4,2012,Rabi,Sunflower,1856.56,1792.49
Karnataka,Karnataka_District_4,2006,Kharif,Turmeric,1148.09,6228.83
Telangana,Telangana_District_1,2008,Kharif,Bajra,1326.98,994.71
Haryana,Haryana_District_4,2011,Kharif,Sunflower,4921.09,4032.67
Bihar,Bihar_District_2,2015,Kharif,Bajra,3198.6,2765.68
Punjab,Punjab_District_3,2006,Rabi,Chickpea,1046.74,1129.7
Andhra Pradesh,Andhra Pradesh_District_5,2008,Kharif,Maize,657.23,1112.38
Rajasthan,Rajasthan_District_3,2008,Rabi,Maize,1599.87,3103.14
Gujarat,Gujarat_District_1,2004,Kharif,Rice,183.3,453.78
Odisha,Odisha_District_5,2013,Kharif,Groundnut,2135.92,3048.15
West Bengal,West Bengal_District_2,2009,Kharif,Soyabean,552.85,651.57
Chhattisgarh,Chhattisgarh_District_1,2005,Rabi,Chickpea,3936.83,4443.68
Rajasthan,Rajasthan_District_4,2013,Kharif,Turmeric,1598.92,8797.74
Andhra Pradesh,Andhra Pradesh_District_4,2004,Kharif,Rice,4433.0,8413.76
Haryana,Haryana_District_2,2009,Rabi,Lentil,4658.7,3199.53
West Bengal,West Bengal_District_2,2010,Kharif,Soyabean,3924.11,2958.11
Haryana,Haryana_District_5,2010,Kharif,Cotton,4424.44,1791.67
Gujarat,Gujarat_District_5,2009,Rabi,Sunflower,1495.85,1217.02
Andhra Pradesh,Andhra Pradesh_District_4,2015,Kharif,Cotton,1295.75,646.43
Maharashtra,Maharashtra_District_3,2012,Kharif,Bajra,4604.3,3482.47
Maharashtra,Maharashtra_District_4,2006,Whole Year,Sugarcane,1018.32,70497.05
Rajasthan,Rajasthan_District_4,2013,Rabi,Potato,307.99,3444.95
Uttar Pradesh,Uttar Pradesh_District_4,2003,Rabi,Wheat,3166.92,7144.43
Gujarat,Gujarat_District_2,2012,Whole Year,Sugarcane,638.08,52980.67
Rajasthan,Rajasthan_District_3,2013,Rabi,Potato,1647.81,43840.84
Maharashtra,Maharashtra_District_5,2001,Whole Year,Sugarcane,2635.57,151986.22
Madhya Pradesh,Madhya Pradesh_District_1,2003,Rabi,Mustard,3289.38,2997.27
Rajasthan,Rajasthan_District_1,2018,Rabi,Maize,1922.41,5074.17
Andhra Pradesh,Andhra Pradesh_District_3,2010,Rabi,Mustard,3420.34,3872.45
Andhra Pradesh,Andhra Pradesh_District_5,2011,Kharif,Turmeric,1888.53,13187.86
Punjab,Punjab_District_2,2014,Kharif,Rice,2563.98,4377.51
Haryana,Haryana_District_3,2008,Rabi,Lentil,2525.68,2116.92
Punjab,Punjab_District_5,2013,Kharif,Soyabean,1719.73,1438.55
